epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,468,142926151680,0.15084,0.9632,0.1171,0.91
1,936,936,285852303360,0.09593,0.9716,0.0972,1.7
2,1404,1404,428778455040,0.06448,0.9775,0.076,2.48
3,1872,1872,571704606720,0.05101,0.9781,0.0748,3.27
4,2340,2340,714630758400,0.04149,0.9776,0.0742,4.06
5,2808,2808,857556910080,0.03328,0.9782,0.082,4.86
6,3276,3276,1000483061760,0.02303,0.9802,0.0813,5.65
7,3744,3744,1143409213440,0.0213,0.9788,0.0856,6.46
8,4212,4212,1286335365120,0.02402,0.979,0.0785,7.25
9,4680,4680,1429261516800,0.02027,0.9833,0.0689,8.06
10,5148,5148,1572187668480,0.01133,0.9825,0.0841,8.89
11,5616,5616,1715113820160,0.01354,0.9822,0.0813,9.71
12,6084,6084,1858039971840,0.01097,0.9805,0.0922,10.5
13,6552,6552,2000966123520,0.00826,0.9835,0.079,11.3
14,7020,7020,2143892275200,0.00818,0.9831,0.0893,12.1
15,7488,7488,2286818426880,0.00525,0.9823,0.0858,12.91
16,7956,7956,2429744578560,0.00437,0.9832,0.0905,13.7
17,8424,8424,2572670730240,0.00472,0.981,0.1021,14.51
18,8892,8892,2715596881920,0.00482,0.9836,0.0846,15.3
19,9360,9360,2858523033600,0.00246,0.984,0.0954,16.09
