epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,47,43158339584,0.40656,0.883,0.3873,0.9
1,936,94,86316679168,0.33288,0.9177,0.2717,1.71
2,1404,141,129475018752,0.25368,0.9288,0.2258,2.5
3,1872,188,172633358336,0.23718,0.9178,0.2669,3.29
4,2340,234,215554719744,0.2033,0.9307,0.2133,4.1
5,2808,281,258713059328,0.228,0.9202,0.2544,4.88
6,3276,328,301871398912,0.18286,0.9442,0.1749,5.68
7,3744,375,345029738496,0.17173,0.9484,0.1672,6.49
8,4212,422,388188078080,0.17983,0.9439,0.193,7.29
9,4680,468,431109439488,0.1638,0.9482,0.1647,8.08
10,5148,515,474267779072,0.15614,0.9558,0.1407,8.89
11,5616,562,517426118656,0.13475,0.9565,0.1456,9.71
12,6084,609,560584458240,0.13368,0.9568,0.1417,10.5
13,6552,656,603742797824,0.12598,0.9462,0.1825,11.3
14,7020,702,646664159232,0.14422,0.9562,0.1454,12.09
15,7488,749,689822498816,0.10743,0.9666,0.1158,12.87
16,7956,796,732980838400,0.10759,0.9631,0.12,13.67
17,8424,843,776139177984,0.11279,0.9606,0.126,14.49
18,8892,890,819297517568,0.109,0.9544,0.1518,15.31
19,9360,936,862218878976,0.10044,0.9648,0.1147,16.09
