epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,24,37707841536,0.52376,0.8316,0.5054,0.9
1,936,47,75178704896,0.46063,0.894,0.3514,1.69
2,1404,71,112886546432,0.44019,0.8926,0.3598,2.49
3,1872,94,150357409792,0.32971,0.9041,0.2952,3.29
4,2340,117,187828273152,0.29011,0.9069,0.2938,4.1
5,2808,141,225536114688,0.21707,0.9355,0.209,4.89
6,3276,164,263006978048,0.23933,0.9292,0.2227,5.69
7,3744,188,300714819584,0.24096,0.9277,0.2292,6.5
8,4212,211,338185682944,0.18985,0.9438,0.1843,7.3
9,4680,234,375656546304,0.18722,0.9465,0.1732,8.1
10,5148,258,413364387840,0.20015,0.9315,0.2073,8.9
11,5616,281,450835251200,0.18919,0.9383,0.1935,9.71
12,6084,305,488543092736,0.20733,0.9123,0.2733,10.49
13,6552,328,526013956096,0.1696,0.9316,0.2135,11.28
14,7020,351,563484819456,0.16438,0.947,0.1802,12.09
15,7488,375,601192660992,0.15671,0.9568,0.1357,12.92
16,7956,398,638663524352,0.13462,0.9574,0.1339,13.74
17,8424,422,676371365888,0.15918,0.9504,0.1653,14.54
18,8892,445,713842229248,0.14821,0.9562,0.1468,15.34
19,9360,468,751313092608,0.1208,0.959,0.133,16.16
