epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.56703,0.8469,0.5034,0.87
1,936,0,64040730624,0.41178,0.885,0.3858,1.69
2,1404,0,96061095936,0.3553,0.899,0.3281,2.48
3,1872,0,128081461248,0.30926,0.907,0.3192,3.3
4,2340,0,160101826560,0.29987,0.9102,0.289,4.09
5,2808,0,192122191872,0.28156,0.9149,0.2778,4.88
6,3276,0,224142557184,0.26668,0.92,0.2654,5.68
7,3744,0,256162922496,0.237,0.9259,0.2409,6.48
8,4212,0,288183287808,0.22891,0.9276,0.2341,7.3
9,4680,0,320203653120,0.21504,0.9298,0.2322,8.11
10,5148,468,463129804800,0.16258,0.9531,0.1599,8.94
11,5616,936,606055956480,0.10392,0.9584,0.1508,9.73
12,6084,1404,748982108160,0.08367,0.9728,0.0975,10.52
13,6552,1872,891908259840,0.05138,0.9749,0.0978,11.33
14,7020,2340,1034834411520,0.0397,0.9721,0.114,12.14
15,7488,2808,1177760563200,0.0344,0.9771,0.0944,12.97
16,7956,3276,1320686714880,0.02435,0.9784,0.0888,13.76
17,8424,3744,1463612866560,0.01735,0.9798,0.0944,14.6
18,8892,4212,1606539018240,0.02193,0.9787,0.1005,15.38
19,9360,4680,1749465169920,0.01908,0.9785,0.0957,16.17
