epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,468,142926151680,0.13841,0.9631,0.1167,0.94
1,936,936,285852303360,0.09721,0.9701,0.0964,1.78
2,1404,936,380686565376,0.04771,0.9791,0.0748,2.55
3,1872,936,475520827392,0.03742,0.9819,0.0663,3.36
4,2340,936,538948141056,0.02086,0.981,0.0674,4.18
5,2808,936,602375454720,0.01644,0.9816,0.0693,4.99
6,3276,936,634395820032,0.01408,0.9832,0.0665,5.83
7,3744,936,666416185344,0.01325,0.9835,0.0687,6.64
8,4212,936,698436550656,0.01568,0.9827,0.0697,7.45
9,4680,936,730456915968,0.01238,0.9838,0.0736,8.25
10,5148,936,762477281280,0.01567,0.9837,0.0714,9.05
11,5616,936,794497646592,0.01155,0.9841,0.0721,9.84
12,6084,936,826518011904,0.01505,0.983,0.0732,10.66
13,6552,936,858538377216,0.01078,0.9837,0.0766,11.47
14,7020,936,890558742528,0.01448,0.9829,0.0765,12.25
15,7488,936,922579107840,0.01014,0.9831,0.0749,13.03
16,7956,936,954599473152,0.01014,0.9824,0.0769,13.82
17,8424,936,986619838464,0.01116,0.9823,0.0753,14.61
18,8892,936,1018640203776,0.00753,0.9826,0.0772,15.44
19,9360,936,1050660569088,0.01039,0.9831,0.0781,16.26
