epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,10,34390147072,0.42307,0.8937,0.3573,0.83
1,936,19,68543315968,0.36834,0.9145,0.2882,1.64
2,1404,29,102933463040,0.4374,0.8283,0.553,2.43
3,1872,38,137086631936,0.53108,0.8724,0.398,3.23
4,2340,47,171239800832,0.43194,0.88,0.4084,4.03
5,2808,57,205629947904,0.56364,0.699,1.1411,4.81
6,3276,66,239783116800,0.39854,0.8562,0.4277,5.61
7,3744,75,273936285696,0.39696,0.8772,0.4042,6.42
8,4212,85,308326432768,0.32484,0.9004,0.3155,7.22
9,4680,94,342479601664,0.27951,0.9294,0.2296,8.01
10,5148,103,376632770560,0.27711,0.8852,0.3364,8.8
11,5616,113,411022917632,0.2623,0.9298,0.2136,9.6
12,6084,122,445176086528,0.24465,0.9302,0.2234,10.4
13,6552,132,479566233600,0.25532,0.9139,0.2663,11.19
14,7020,141,513719402496,0.21933,0.9221,0.2424,11.99
15,7488,150,547872571392,0.21555,0.9193,0.2616,12.77
16,7956,160,582262718464,0.21544,0.9321,0.222,13.57
17,8424,169,616415887360,0.22184,0.9369,0.1945,14.37
18,8892,178,650569056256,0.25231,0.9317,0.215,15.16
19,9360,188,684959203328,0.24032,0.937,0.2115,15.97
