epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,468,142926151680,0.15561,0.962,0.131,0.9
1,936,936,285852303360,0.09287,0.9689,0.0996,1.71
2,1404,936,380686565376,0.04908,0.9754,0.0785,2.52
3,1872,936,475520827392,0.0413,0.9788,0.0764,3.35
4,2340,936,538948141056,0.02111,0.9817,0.0664,4.17
5,2808,936,602375454720,0.01679,0.981,0.0687,4.99
6,3276,936,634395820032,0.01478,0.9828,0.0691,5.8
7,3744,936,666416185344,0.0145,0.9812,0.0729,6.59
8,4212,936,698436550656,0.01158,0.9827,0.0693,7.41
9,4680,936,730456915968,0.01067,0.9825,0.0705,8.24
10,5148,936,762477281280,0.01488,0.9819,0.074,9.07
11,5616,936,794497646592,0.01082,0.9828,0.0702,9.88
12,6084,936,826518011904,0.01284,0.9827,0.0722,10.68
13,6552,936,858538377216,0.01258,0.9822,0.0732,11.49
14,7020,936,890558742528,0.01003,0.982,0.0726,12.3
15,7488,936,922579107840,0.01406,0.9827,0.0721,13.13
16,7956,936,954599473152,0.01066,0.9808,0.0791,13.95
17,8424,936,986619838464,0.01112,0.9816,0.075,14.79
18,8892,936,1018640203776,0.00995,0.9826,0.0737,15.6
19,9360,936,1050660569088,0.00859,0.9826,0.0753,16.43
