epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,468,142926151680,0.13841,0.9631,0.1167,0.9
1,936,936,285852303360,0.09721,0.9701,0.0964,1.69
2,1404,1404,428778455040,0.07052,0.9755,0.0827,2.5
3,1872,1872,571704606720,0.05026,0.9806,0.0689,3.27
4,2340,2340,714630758400,0.04023,0.9791,0.0752,4.06
5,2808,2808,857556910080,0.03219,0.979,0.0861,4.89
6,3276,3276,1000483061760,0.02117,0.976,0.0969,5.73
7,3744,3744,1143409213440,0.01757,0.9817,0.0818,6.54
8,4212,4212,1286335365120,0.02084,0.9789,0.0859,7.34
9,4680,4680,1429261516800,0.01557,0.977,0.0926,8.15
10,5148,5148,1572187668480,0.01264,0.9832,0.0751,8.94
11,5616,5616,1715113820160,0.0122,0.9816,0.0856,9.75
12,6084,6084,1858039971840,0.01536,0.9825,0.0802,10.54
13,6552,6552,2000966123520,0.0095,0.98,0.1015,11.33
14,7020,7020,2143892275200,0.00561,0.9842,0.0813,12.13
15,7488,7488,2286818426880,0.00449,0.9831,0.0951,12.93
16,7956,7956,2429744578560,0.00429,0.983,0.0847,13.77
17,8424,8424,2572670730240,0.00516,0.9836,0.0863,14.58
18,8892,8892,2715596881920,0.0052,0.983,0.0987,15.38
19,9360,9360,2858523033600,0.00125,0.9845,0.0902,16.18
