epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.56703,0.8469,0.5034,0.91
1,936,50,75889639424,0.3492,0.9263,0.2443,1.7
2,1404,100,119758913536,0.23528,0.939,0.1906,2.52
3,1872,150,163628187648,0.1498,0.9564,0.14,3.32
4,2340,200,207497461760,0.12481,0.9628,0.1215,4.1
5,2808,250,251366735872,0.11725,0.9652,0.1161,4.9
6,3276,250,283387101184,0.09696,0.9695,0.1043,5.74
7,3744,300,327256375296,0.11139,0.9654,0.1167,6.52
8,4212,300,359276740608,0.09122,0.9711,0.0989,7.32
9,4680,300,391297105920,0.08222,0.9708,0.0969,8.1
10,5148,300,423317471232,0.07668,0.9728,0.0907,8.94
11,5616,350,467186745344,0.08947,0.9693,0.097,9.74
12,6084,350,499207110656,0.0804,0.9702,0.0934,10.57
13,6552,350,531227475968,0.07248,0.972,0.0865,11.37
14,7020,350,563247841280,0.07329,0.9727,0.0843,12.17
15,7488,400,607117115392,0.10458,0.9657,0.1108,12.99
16,7956,400,639137480704,0.07734,0.9707,0.0969,13.82
17,8424,400,671157846016,0.07036,0.9711,0.0922,14.62
18,8892,400,703178211328,0.06713,0.9732,0.0907,15.41
19,9360,400,735198576640,0.06068,0.9735,0.0893,16.19
