epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.91
1,936,100,87738548224,0.21923,0.9424,0.1889,1.72
2,1404,150,131607822336,0.14437,0.9566,0.1378,2.52
3,1872,200,175477096448,0.12499,0.9648,0.1116,3.32
4,2340,250,219346370560,0.10639,0.9652,0.113,4.1
5,2808,250,251366735872,0.09033,0.9668,0.1042,4.9
6,3276,300,295236009984,0.09974,0.9661,0.1071,5.72
7,3744,300,327256375296,0.07967,0.9681,0.1,6.53
8,4212,300,359276740608,0.08688,0.969,0.0973,7.34
9,4680,350,403146014720,0.11382,0.9659,0.1101,8.15
10,5148,350,435166380032,0.0835,0.9702,0.0975,8.96
11,5616,350,467186745344,0.07539,0.9717,0.0925,9.77
12,6084,350,499207110656,0.07031,0.972,0.0886,10.57
13,6552,350,531227475968,0.07629,0.9736,0.0866,11.38
14,7020,400,575096750080,0.09082,0.9695,0.0997,12.19
15,7488,400,607117115392,0.07122,0.9702,0.0935,12.98
16,7956,400,639137480704,0.07533,0.9724,0.0892,13.79
17,8424,400,671157846016,0.06566,0.9739,0.0863,14.57
18,8892,450,715027120128,0.11335,0.967,0.1115,15.36
19,9360,450,747047485440,0.07348,0.9711,0.0921,16.16
