epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,234,87473258496,0.2215,0.9401,0.1979,0.93
1,936,468,174946516992,0.13659,0.9522,0.1517,1.76
2,1404,702,262419775488,0.10381,0.97,0.093,2.54
3,1872,936,349893033984,0.09149,0.9686,0.1028,3.34
4,2340,1170,437366292480,0.07351,0.9708,0.0929,4.16
5,2808,1404,524839550976,0.06168,0.9739,0.0859,4.97
6,3276,1638,612312809472,0.05071,0.9765,0.0797,5.79
7,3744,1872,699786067968,0.04155,0.9738,0.0898,6.63
8,4212,2106,787259326464,0.03775,0.9778,0.0789,7.43
9,4680,2340,874732584960,0.03472,0.9769,0.0872,8.24
10,5148,2574,962205843456,0.03346,0.9789,0.0737,9.01
11,5616,2808,1049679101952,0.02625,0.9785,0.0782,9.8
12,6084,3042,1137152360448,0.02931,0.9795,0.0824,10.58
13,6552,3276,1224625618944,0.02063,0.9787,0.0885,11.39
14,7020,3510,1312098877440,0.01988,0.9798,0.0837,12.21
15,7488,3744,1399572135936,0.01954,0.9806,0.0793,13.01
16,7956,3978,1487045394432,0.01672,0.9825,0.0768,13.8
17,8424,4212,1574518652928,0.0163,0.9812,0.0845,14.58
18,8892,4446,1661991911424,0.01266,0.9814,0.0802,15.38
19,9360,4680,1749465169920,0.01372,0.977,0.1006,16.2
