epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.53206,0.8614,0.4815,0.94
1,936,100,87738548224,0.20343,0.9495,0.1651,1.73
2,1404,150,131607822336,0.1459,0.9579,0.1363,2.51
3,1872,200,175477096448,0.1167,0.9649,0.1172,3.29
4,2340,250,219346370560,0.11484,0.9658,0.1138,4.08
5,2808,250,251366735872,0.09285,0.9689,0.1054,4.88
6,3276,300,295236009984,0.10931,0.9664,0.1052,5.7
7,3744,300,327256375296,0.08675,0.9696,0.0975,6.48
8,4212,300,359276740608,0.0927,0.9674,0.0954,7.28
9,4680,337,400065298432,0.10841,0.9554,0.1452,8.08
10,5148,350,435166380032,0.08751,0.9676,0.1008,8.88
11,5616,350,467186745344,0.08431,0.9699,0.0938,9.7
12,6084,350,499207110656,0.08079,0.9713,0.0916,10.51
13,6552,350,531227475968,0.0681,0.973,0.0893,11.28
14,7020,400,575096750080,0.09332,0.9699,0.0979,12.06
15,7488,400,607117115392,0.07841,0.9715,0.09,12.85
16,7956,400,639137480704,0.07038,0.9726,0.0856,13.63
17,8424,400,671157846016,0.07372,0.9736,0.0849,14.4
18,8892,450,715027120128,0.10245,0.9508,0.1743,15.21
19,9360,450,747047485440,0.07668,0.9707,0.0949,16.01
