epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,312,126895521792,0.14125,0.9622,0.1274,0.94
1,936,312,200791818240,0.08749,0.9674,0.1044,1.8
2,1404,312,232812183552,0.06871,0.9732,0.0878,2.6
3,1872,312,264832548864,0.06866,0.9734,0.0864,3.4
4,2340,312,296852914176,0.06674,0.9739,0.0883,4.22
5,2808,312,328873279488,0.06497,0.9732,0.0849,5.03
6,3276,312,360893644800,0.06736,0.9743,0.0856,5.81
7,3744,312,392914010112,0.05837,0.9746,0.0846,6.62
8,4212,312,424934375424,0.05983,0.9738,0.0845,7.45
9,4680,312,456954740736,0.05406,0.9744,0.0867,8.27
10,5148,312,488975106048,0.06128,0.9745,0.0827,9.1
11,5616,312,520995471360,0.05695,0.9746,0.0837,9.92
12,6084,312,553015836672,0.05755,0.9698,0.0949,10.74
13,6552,312,585036201984,0.0564,0.9745,0.0828,11.54
14,7020,312,617056567296,0.05361,0.9731,0.0857,12.33
15,7488,312,649076932608,0.05498,0.9755,0.0811,13.12
16,7956,312,681097297920,0.05454,0.9739,0.083,13.91
17,8424,312,713117663232,0.05227,0.9755,0.0797,14.71
18,8892,312,745138028544,0.05495,0.975,0.0825,15.52
19,9360,312,777158393856,0.04509,0.9762,0.0844,16.32
