epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.91
1,936,0,64040730624,0.39608,0.8914,0.3614,1.73
2,1404,100,119758913536,0.1774,0.9494,0.1678,2.53
3,1872,150,163628187648,0.16247,0.9514,0.1492,3.33
4,2340,200,207497461760,0.13998,0.9587,0.1385,4.12
5,2808,200,239517827072,0.10588,0.9647,0.1155,4.89
6,3276,250,283387101184,0.12392,0.9614,0.1207,5.7
7,3744,250,315407466496,0.08558,0.9667,0.1083,6.5
8,4212,250,347427831808,0.08915,0.9679,0.1043,7.32
9,4680,250,379448197120,0.0883,0.9686,0.1004,8.13
10,5148,300,423317471232,0.10037,0.9677,0.1042,8.95
11,5616,300,455337836544,0.08568,0.9691,0.0953,9.73
12,6084,300,487358201856,0.07866,0.9713,0.0922,10.55
13,6552,300,519378567168,0.08091,0.9717,0.0901,11.35
14,7020,350,563247841280,0.11882,0.9651,0.1113,12.14
15,7488,350,595268206592,0.07999,0.9709,0.0929,12.93
16,7956,350,627288571904,0.07912,0.9715,0.0868,13.72
17,8424,350,659308937216,0.07596,0.9721,0.0851,14.52
18,8892,350,691329302528,0.06907,0.9737,0.0847,15.29
19,9360,400,735198576640,0.09221,0.9678,0.1016,16.07
