epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.56703,0.8469,0.5034,0.92
1,936,50,75889639424,0.24177,0.9386,0.2085,1.72
2,1404,107,121417760768,0.16453,0.9381,0.2018,2.52
3,1872,200,175477096448,0.15671,0.9585,0.1392,3.34
4,2340,245,218161479680,0.13895,0.9581,0.1353,4.11
5,2808,250,251366735872,0.09706,0.9673,0.1056,4.88
6,3276,300,295236009984,0.13169,0.9622,0.1233,5.7
7,3744,300,327256375296,0.08075,0.969,0.1011,6.49
8,4212,300,359276740608,0.0843,0.9707,0.0953,7.26
9,4680,300,391297105920,0.07164,0.9706,0.0962,8.08
10,5148,350,435166380032,0.09741,0.9647,0.1153,8.86
11,5616,350,467186745344,0.07933,0.9674,0.1039,9.63
12,6084,350,499207110656,0.07504,0.968,0.1024,10.43
13,6552,350,531227475968,0.06691,0.9713,0.0961,11.19
14,7020,350,563247841280,0.06677,0.9714,0.0935,12.0
15,7488,400,607117115392,0.08088,0.9686,0.0977,12.8
16,7956,400,639137480704,0.06752,0.9698,0.0941,13.6
17,8424,400,671157846016,0.0628,0.9702,0.0908,14.39
18,8892,400,703178211328,0.06381,0.9714,0.0906,15.19
19,9360,450,747047485440,0.08827,0.9663,0.107,15.97
