epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.92
1,936,50,75889639424,0.3173,0.9355,0.2128,1.71
2,1404,100,119758913536,0.1735,0.9499,0.1635,2.5
3,1872,150,163628187648,0.14465,0.9611,0.1247,3.29
4,2340,200,207497461760,0.1153,0.9616,0.1179,4.11
5,2808,200,239517827072,0.09782,0.9652,0.1074,4.91
6,3276,250,283387101184,0.10234,0.9643,0.115,5.71
7,3744,250,315407466496,0.08208,0.966,0.1041,6.49
8,4212,250,347427831808,0.08857,0.9674,0.1002,7.3
9,4680,286,387979411456,0.12181,0.9482,0.1662,8.11
10,5148,300,423317471232,0.09189,0.9694,0.101,8.89
11,5616,300,455337836544,0.08289,0.9715,0.0948,9.68
12,6084,300,487358201856,0.07479,0.972,0.0918,10.46
13,6552,300,519378567168,0.08426,0.9728,0.0886,11.26
14,7020,350,563247841280,0.09958,0.9639,0.1088,12.09
15,7488,350,595268206592,0.08191,0.9676,0.0994,12.89
16,7956,350,627288571904,0.0834,0.9699,0.0919,13.67
17,8424,350,659308937216,0.07596,0.9703,0.0909,14.48
18,8892,400,703178211328,0.11107,0.9421,0.2123,15.27
19,9360,400,735198576640,0.08291,0.9681,0.1008,16.05
