epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,94,54296313856,0.80206,0.7684,0.6794,0.93
1,936,188,108592627712,0.48533,0.8621,0.4399,1.73
2,1404,281,162651963392,0.40265,0.8085,0.5459,2.51
3,1872,375,216948277248,0.41885,0.8604,0.4281,3.33
4,2340,468,271007612928,0.2308,0.9371,0.1956,4.13
5,2808,562,325303926784,0.17521,0.94,0.1942,4.93
6,3276,656,379600240640,0.14455,0.957,0.1439,5.71
7,3744,749,433659576320,0.11996,0.9611,0.127,6.5
8,4212,843,487955890176,0.111,0.9638,0.1238,7.29
9,4680,936,542015225856,0.09271,0.9673,0.1094,8.1
10,5148,1030,596311539712,0.09269,0.9661,0.1049,8.89
11,5616,1124,650607853568,0.0815,0.967,0.1107,9.66
12,6084,1217,704667189248,0.08956,0.9669,0.1135,10.47
13,6552,1311,758963503104,0.06838,0.9718,0.1016,11.25
14,7020,1404,813022838784,0.0644,0.9703,0.1042,12.03
15,7488,1498,867319152640,0.06495,0.9688,0.1099,12.82
16,7956,1592,921615466496,0.061,0.9713,0.0977,13.61
17,8424,1685,975674802176,0.05431,0.9729,0.0951,14.43
18,8892,1779,1029971116032,0.06112,0.973,0.0919,15.23
19,9360,1872,1084030451712,0.04498,0.9728,0.0955,16.02
