epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,24,37707841536,0.45063,0.8798,0.391,0.91
1,936,47,75178704896,0.45297,0.8365,0.5137,1.71
2,1404,71,112886546432,0.45972,0.8966,0.336,2.51
3,1872,94,150357409792,0.39127,0.903,0.3246,3.31
4,2340,117,187828273152,0.29507,0.912,0.2914,4.09
5,2808,141,225536114688,0.24373,0.9257,0.2268,4.88
6,3276,164,263006978048,0.24169,0.9295,0.2281,5.67
7,3744,188,300714819584,0.23913,0.8899,0.3452,6.45
8,4212,211,338185682944,0.26265,0.9257,0.2423,7.24
9,4680,234,375656546304,0.26518,0.916,0.268,8.03
10,5148,258,413364387840,0.19952,0.9386,0.1919,8.81
11,5616,281,450835251200,0.18502,0.9475,0.165,9.6
12,6084,305,488543092736,0.16157,0.9462,0.1802,10.39
13,6552,328,526013956096,0.16461,0.9546,0.1459,11.2
14,7020,351,563484819456,0.15034,0.952,0.1519,11.99
15,7488,375,601192660992,0.16229,0.9464,0.1736,12.77
16,7956,398,638663524352,0.15036,0.9536,0.1418,13.58
17,8424,422,676371365888,0.15269,0.952,0.1535,14.37
18,8892,445,713842229248,0.14957,0.9569,0.1408,15.15
19,9360,468,751313092608,0.12725,0.9553,0.1514,15.95
