epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,468,142926151680,0.15084,0.9632,0.1171,0.93
1,936,936,285852303360,0.09593,0.9716,0.0972,1.73
2,1404,936,380686565376,0.04453,0.9784,0.0728,2.55
3,1872,936,475520827392,0.04545,0.9785,0.071,3.36
4,2340,936,538948141056,0.0203,0.9808,0.0663,4.17
5,2808,936,602375454720,0.0172,0.9818,0.0672,4.97
6,3276,936,634395820032,0.01517,0.9818,0.0664,5.78
7,3744,936,666416185344,0.01205,0.9805,0.0731,6.59
8,4212,936,698436550656,0.01476,0.9827,0.067,7.39
9,4680,936,730456915968,0.01269,0.9823,0.068,8.2
10,5148,936,762477281280,0.01345,0.9829,0.0689,9.0
11,5616,936,794497646592,0.01326,0.9825,0.0683,9.82
12,6084,936,826518011904,0.0112,0.9834,0.0694,10.62
13,6552,936,858538377216,0.01187,0.982,0.0724,11.49
14,7020,936,890558742528,0.01414,0.9832,0.0702,12.31
15,7488,936,922579107840,0.01174,0.9831,0.0711,13.14
16,7956,936,954599473152,0.01299,0.9824,0.0714,13.93
17,8424,936,986619838464,0.01192,0.9831,0.07,14.76
18,8892,936,1018640203776,0.01336,0.9831,0.0712,15.62
19,9360,936,1050660569088,0.01215,0.9813,0.0742,16.41
