epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,47,43158339584,0.63074,0.8614,0.4445,0.92
1,936,94,86316679168,0.37449,0.9048,0.3209,1.71
2,1404,141,129475018752,0.29602,0.9027,0.3075,2.51
3,1872,188,172633358336,0.29886,0.9234,0.2452,3.3
4,2340,234,215554719744,0.21206,0.9229,0.2517,4.07
5,2808,281,258713059328,0.18081,0.9323,0.2083,4.86
6,3276,328,301871398912,0.18064,0.9347,0.2067,5.63
7,3744,375,345029738496,0.15448,0.9458,0.1743,6.42
8,4212,422,388188078080,0.18123,0.9386,0.1862,7.22
9,4680,468,431109439488,0.14448,0.9541,0.1515,8.0
10,5148,515,474267779072,0.19094,0.9248,0.2499,8.8
11,5616,562,517426118656,0.14276,0.9583,0.1436,9.6
12,6084,609,560584458240,0.12223,0.9611,0.1224,10.41
13,6552,656,603742797824,0.12913,0.9614,0.1295,11.19
14,7020,702,646664159232,0.11923,0.9565,0.1413,11.99
15,7488,749,689822498816,0.10098,0.9674,0.1072,12.81
16,7956,796,732980838400,0.10193,0.9646,0.1194,13.63
17,8424,843,776139177984,0.1062,0.964,0.1231,14.41
18,8892,890,819297517568,0.10059,0.9619,0.1207,15.2
19,9360,936,862218878976,0.08813,0.9666,0.1121,15.97
