epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.56703,0.8469,0.5034,0.9
1,936,100,87738548224,0.23695,0.9405,0.1884,1.7
2,1404,200,143456731136,0.17409,0.9522,0.1545,2.48
3,1872,227,181875507200,0.13338,0.9505,0.1594,3.27
4,2340,250,219346370560,0.10601,0.9652,0.1139,4.04
5,2808,300,263215644672,0.13607,0.9521,0.1458,4.84
6,3276,300,295236009984,0.09282,0.9655,0.1092,5.65
7,3744,300,327256375296,0.08064,0.9683,0.1021,6.46
8,4212,300,359276740608,0.07938,0.9687,0.0986,7.26
9,4680,350,403146014720,0.09872,0.9672,0.1101,8.07
10,5148,350,435166380032,0.08221,0.9704,0.0964,8.9
11,5616,350,467186745344,0.07378,0.9713,0.0926,9.69
12,6084,350,499207110656,0.07464,0.9705,0.0929,10.52
13,6552,360,533597257728,0.07449,0.9477,0.1707,11.32
14,7020,400,575096750080,0.08915,0.968,0.1006,12.11
15,7488,400,607117115392,0.08248,0.9707,0.0953,12.91
16,7956,400,639137480704,0.07911,0.9706,0.0936,13.7
17,8424,400,671157846016,0.07302,0.9706,0.0898,14.48
18,8892,450,715027120128,0.08504,0.9692,0.1014,15.28
19,9360,450,747047485440,0.06804,0.9715,0.093,16.07
