epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.53206,0.8614,0.4815,0.9
1,936,0,64040730624,0.40925,0.891,0.3643,1.71
2,1404,0,96061095936,0.34092,0.9058,0.3177,2.5
3,1872,0,128081461248,0.32287,0.9052,0.3137,3.3
4,2340,0,160101826560,0.28924,0.9167,0.276,4.09
5,2808,0,192122191872,0.27621,0.9202,0.2605,4.92
6,3276,0,224142557184,0.26665,0.9168,0.2628,5.77
7,3744,0,256162922496,0.246,0.922,0.248,6.57
8,4212,0,288183287808,0.24399,0.9314,0.2251,7.36
9,4680,0,320203653120,0.22563,0.9343,0.2211,8.17
10,5148,468,463129804800,0.1668,0.9563,0.1542,9.01
11,5616,936,606055956480,0.12408,0.9652,0.1159,9.79
12,6084,1404,748982108160,0.08981,0.9743,0.0873,10.59
13,6552,1872,891908259840,0.05892,0.9734,0.0973,11.38
14,7020,2340,1034834411520,0.0467,0.9718,0.0963,12.18
15,7488,2808,1177760563200,0.03744,0.979,0.0808,13.01
16,7956,3276,1320686714880,0.02669,0.9812,0.0786,13.83
17,8424,3744,1463612866560,0.02358,0.9794,0.0894,14.64
18,8892,4212,1606539018240,0.01481,0.9798,0.0971,15.43
19,9360,4680,1749465169920,0.01664,0.9819,0.0863,16.21
