epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.89
1,936,0,64040730624,0.39608,0.8914,0.3614,1.66
2,1404,0,96061095936,0.34226,0.9039,0.3187,2.44
3,1872,0,128081461248,0.33056,0.9,0.3163,3.21
4,2340,0,160101826560,0.28156,0.911,0.2843,3.99
5,2808,0,192122191872,0.27566,0.9182,0.2687,4.77
6,3276,0,224142557184,0.25996,0.9207,0.2549,5.55
7,3744,0,256162922496,0.24531,0.9278,0.2407,6.34
8,4212,0,288183287808,0.24308,0.9255,0.2401,7.13
9,4680,0,320203653120,0.22574,0.9338,0.2238,7.9
10,5148,0,352224018432,0.21607,0.936,0.2075,8.71
11,5616,0,384244383744,0.20242,0.9398,0.1976,9.5
12,6084,0,416264749056,0.19115,0.9404,0.1923,10.29
13,6552,0,448285114368,0.19031,0.9387,0.1968,11.08
14,7020,0,480305479680,0.17313,0.9441,0.1808,11.86
15,7488,0,512325844992,0.16419,0.9455,0.1734,12.64
16,7956,468,655251996672,0.16815,0.9606,0.135,13.44
17,8424,936,798178148352,0.10728,0.9712,0.1029,14.23
18,8892,1404,941104300032,0.08134,0.9748,0.0943,15.02
19,9360,1872,1084030451712,0.06092,0.9718,0.1105,15.81
