epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.91
1,936,50,74179149824,0.32031,0.9346,0.2175,1.7
2,1404,100,116337934336,0.16904,0.9505,0.1619,2.5
3,1872,150,158496718848,0.16047,0.9543,0.1362,3.3
4,2340,200,200655503360,0.13762,0.9557,0.1383,4.09
5,2808,200,232675868672,0.10579,0.9639,0.1151,4.89
6,3276,250,274834653184,0.12722,0.9605,0.1217,5.7
7,3744,250,306855018496,0.08798,0.9646,0.1084,6.53
8,4212,250,338875383808,0.09293,0.9652,0.1073,7.32
9,4680,250,370895749120,0.08896,0.9664,0.1016,8.12
10,5148,300,413054533632,0.10056,0.9662,0.1031,8.93
11,5616,300,445074898944,0.09134,0.969,0.0944,9.74
12,6084,300,477095264256,0.08198,0.9696,0.0933,10.54
13,6552,300,509115629568,0.08416,0.9691,0.0908,11.34
14,7020,350,551274414080,0.11213,0.9626,0.1114,12.16
15,7488,350,583294779392,0.07983,0.9684,0.0955,12.95
16,7956,350,615315144704,0.08344,0.9705,0.0893,13.74
17,8424,350,647335510016,0.07686,0.9713,0.0873,14.56
18,8892,350,679355875328,0.07377,0.9719,0.0861,15.37
19,9360,400,721514659840,0.08657,0.9688,0.1043,16.16
