epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,10,34390147072,0.48457,0.8648,0.4359,0.92
1,936,19,68543315968,0.48868,0.8601,0.4638,1.7
2,1404,29,102933463040,0.79989,0.7752,0.7766,2.5
3,1872,38,137086631936,0.54497,0.8985,0.3536,3.29
4,2340,47,171239800832,0.45785,0.8786,0.4087,4.06
5,2808,57,205629947904,0.41825,0.8963,0.3459,4.87
6,3276,66,239783116800,0.42557,0.8797,0.3846,5.68
7,3744,75,273936285696,0.33521,0.8949,0.3275,6.48
8,4212,85,308326432768,0.29654,0.9205,0.2608,7.25
9,4680,94,342479601664,0.26189,0.9245,0.244,8.05
10,5148,103,376632770560,0.2552,0.93,0.224,8.84
11,5616,113,411022917632,0.26394,0.9172,0.2656,9.64
12,6084,122,445176086528,0.2475,0.9268,0.2353,10.43
13,6552,132,479566233600,0.26499,0.9045,0.3136,11.21
14,7020,141,513719402496,0.2714,0.9317,0.2206,11.98
15,7488,150,547872571392,0.23022,0.938,0.1982,12.77
16,7956,160,582262718464,0.25294,0.9073,0.2941,13.55
17,8424,169,616415887360,0.21526,0.9396,0.2089,14.34
18,8892,178,650569056256,0.19392,0.9363,0.2109,15.13
19,9360,188,684959203328,0.21986,0.94,0.1959,15.91
