epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,10,34390147072,0.51018,0.8612,0.445,0.91
1,936,19,68543315968,0.47311,0.8709,0.3977,1.68
2,1404,29,102933463040,0.51586,0.7072,0.8249,2.48
3,1872,38,137086631936,0.5085,0.8623,0.4308,3.27
4,2340,47,171239800832,0.47302,0.8536,0.4595,4.08
5,2808,57,205629947904,0.47333,0.7709,0.7509,4.88
6,3276,66,239783116800,0.33325,0.9167,0.2791,5.68
7,3744,75,273936285696,0.29274,0.9185,0.2711,6.48
8,4212,85,308326432768,0.29865,0.8989,0.3116,7.26
9,4680,94,342479601664,0.25442,0.9275,0.2302,8.05
10,5148,103,376632770560,0.24649,0.9318,0.221,8.85
11,5616,113,411022917632,0.26418,0.9233,0.2435,9.65
12,6084,122,445176086528,0.26509,0.9267,0.2315,10.47
13,6552,132,479566233600,0.26607,0.9113,0.2978,11.31
14,7020,141,513719402496,0.24094,0.939,0.1973,12.1
15,7488,150,547872571392,0.29749,0.8936,0.3329,12.88
16,7956,160,582262718464,0.25235,0.822,0.4949,13.68
17,8424,169,616415887360,0.2046,0.9412,0.1915,14.47
18,8892,178,650569056256,0.20134,0.9472,0.176,15.28
19,9360,188,684959203328,0.17595,0.9433,0.1869,16.08
