epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,24,37707841536,0.47216,0.8371,0.5229,0.92
1,936,47,75178704896,0.55901,0.8477,0.5143,1.72
2,1404,71,112886546432,0.51537,0.8118,0.6063,2.52
3,1872,94,150357409792,0.35474,0.9034,0.3195,3.31
4,2340,117,187828273152,0.3079,0.9164,0.272,4.12
5,2808,141,225536114688,0.23129,0.9267,0.2347,4.95
6,3276,164,263006978048,0.23442,0.9319,0.2136,5.76
7,3744,188,300714819584,0.21301,0.9276,0.231,6.56
8,4212,211,338185682944,0.22067,0.9354,0.2079,7.38
9,4680,234,375656546304,0.20236,0.9468,0.1765,8.18
10,5148,258,413364387840,0.2101,0.9384,0.1999,9.01
11,5616,281,450835251200,0.22632,0.9336,0.21,9.87
12,6084,305,488543092736,0.18224,0.9481,0.1671,10.65
13,6552,328,526013956096,0.16199,0.9432,0.1882,11.46
14,7020,351,563484819456,0.21289,0.9392,0.1968,12.23
15,7488,375,601192660992,0.16257,0.9468,0.1728,13.03
16,7956,398,638663524352,0.14013,0.958,0.1437,13.83
17,8424,422,676371365888,0.1633,0.9466,0.1671,14.62
18,8892,445,713842229248,0.15566,0.9378,0.2035,15.44
19,9360,468,751313092608,0.14027,0.9536,0.1537,16.24
