epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,94,54296313856,0.87587,0.7472,0.7054,0.9
1,936,188,108592627712,0.60892,0.7996,0.6087,1.71
2,1404,281,162651963392,0.28424,0.9151,0.2723,2.5
3,1872,375,216948277248,0.22068,0.9404,0.1988,3.28
4,2340,468,271007612928,0.15357,0.9488,0.1664,4.06
5,2808,562,325303926784,0.14268,0.9475,0.1683,4.86
6,3276,656,379600240640,0.11294,0.9642,0.1175,5.65
7,3744,749,433659576320,0.10155,0.9642,0.1204,6.45
8,4212,843,487955890176,0.10727,0.9643,0.1239,7.25
9,4680,936,542015225856,0.09507,0.9651,0.1197,8.06
10,5148,1030,596311539712,0.08049,0.9696,0.1074,8.86
11,5616,1124,650607853568,0.07449,0.9706,0.0974,9.64
12,6084,1217,704667189248,0.06866,0.9711,0.1025,10.43
13,6552,1311,758963503104,0.074,0.9728,0.0909,11.24
14,7020,1404,813022838784,0.06267,0.9717,0.0983,12.02
15,7488,1498,867319152640,0.05928,0.9737,0.098,12.8
16,7956,1592,921615466496,0.05819,0.9758,0.0834,13.59
17,8424,1685,975674802176,0.05852,0.9724,0.0946,14.37
18,8892,1779,1029971116032,0.05318,0.9759,0.0806,15.16
19,9360,1872,1084030451712,0.04973,0.9717,0.097,15.94
