epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.89
1,936,0,64040730624,0.39608,0.8914,0.3614,1.71
2,1404,0,96061095936,0.34226,0.9039,0.3187,2.51
3,1872,0,128081461248,0.33056,0.9,0.3163,3.33
4,2340,0,160101826560,0.28156,0.911,0.2843,4.12
5,2808,0,192122191872,0.27566,0.9182,0.2687,4.9
6,3276,0,224142557184,0.25996,0.9207,0.2549,5.68
7,3744,0,256162922496,0.24531,0.9278,0.2407,6.49
8,4212,0,288183287808,0.24308,0.9255,0.2401,7.26
9,4680,0,320203653120,0.22574,0.9338,0.2238,8.05
10,5148,468,463129804800,0.16571,0.9485,0.1813,8.85
11,5616,936,606055956480,0.10272,0.9694,0.1094,9.64
12,6084,1404,748982108160,0.07308,0.9742,0.0964,10.43
13,6552,1872,891908259840,0.05863,0.976,0.0851,11.25
14,7020,2340,1034834411520,0.04955,0.9781,0.0821,12.03
15,7488,2808,1177760563200,0.03018,0.9736,0.1046,12.81
16,7956,3276,1320686714880,0.02451,0.9788,0.0883,13.6
17,8424,3744,1463612866560,0.02481,0.9796,0.0996,14.38
18,8892,4212,1606539018240,0.02011,0.9783,0.0993,15.18
19,9360,4680,1749465169920,0.01578,0.9798,0.0952,16.0
