epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,312,126895521792,0.1299,0.9603,0.1269,0.91
1,936,312,200791818240,0.08437,0.9691,0.0981,1.73
2,1404,312,232812183552,0.07181,0.9712,0.0926,2.52
3,1872,312,264832548864,0.06888,0.9706,0.0918,3.3
4,2340,312,296852914176,0.06708,0.9712,0.0902,4.1
5,2808,312,328873279488,0.06137,0.9719,0.0917,4.92
6,3276,312,360893644800,0.06414,0.9722,0.0856,5.72
7,3744,312,392914010112,0.06012,0.9719,0.0883,6.51
8,4212,312,424934375424,0.06413,0.9728,0.0881,7.32
9,4680,312,456954740736,0.06128,0.973,0.088,8.12
10,5148,312,488975106048,0.06328,0.9729,0.086,8.9
11,5616,312,520995471360,0.06099,0.9719,0.0886,9.68
12,6084,312,553015836672,0.06353,0.9715,0.0892,10.47
13,6552,312,585036201984,0.05211,0.9729,0.0885,11.29
14,7020,312,617056567296,0.06319,0.9709,0.0924,12.09
15,7488,312,649076932608,0.05611,0.9724,0.0855,12.88
16,7956,312,681097297920,0.05502,0.9732,0.0842,13.68
17,8424,312,713117663232,0.05725,0.9736,0.087,14.48
18,8892,312,745138028544,0.04958,0.9735,0.0871,15.27
19,9360,312,777158393856,0.05168,0.9732,0.0891,16.07
