epoch,step,test_acc,test_loss,wall_s
0,390,0.1099,122.2539,2.05
1,780,0.1423,149.4586,3.66
2,1170,0.1225,74.753,5.36
3,1560,0.1287,76.3339,7.07
4,1950,0.1599,108.4049,8.73
5,2340,0.1493,54.7571,10.46
6,2730,0.175,49.7142,12.15
7,3120,0.1468,55.981,13.82
8,3510,0.1946,30.2056,15.53
9,3900,0.1875,34.4446,17.08
10,4290,0.1945,50.9042,18.76
11,4680,0.1672,27.9253,20.45
12,5070,0.203,24.1636,22.21
13,5460,0.2564,29.9177,23.95
14,5850,0.2088,41.4593,25.68
15,6240,0.2101,39.2224,27.39
16,6630,0.225,39.9429,29.1
17,7020,0.2122,31.7321,30.66
18,7410,0.1685,32.7567,32.36
19,7800,0.2128,46.0521,34.04
20,8190,0.2128,29.027,35.78
21,8580,0.1581,42.6496,37.49
22,8970,0.1911,53.6536,39.24
23,9360,0.1701,44.0503,40.9
24,9750,0.1731,46.3554,42.62
25,10140,0.1776,44.2461,44.13
26,10530,0.178,50.1844,45.79
27,10920,0.2194,45.4489,47.6
28,11310,0.2428,37.687,49.37
29,11700,0.2077,33.5186,51.11
30,12090,0.2602,25.3186,52.79
31,12480,0.1734,26.1112,54.5
32,12870,0.2717,15.8569,56.2
33,13260,0.2545,12.5309,57.75
34,13650,0.2774,14.1421,59.43
35,14040,0.2646,13.7433,61.21
36,14430,0.2773,10.8056,62.9
37,14820,0.2681,12.0197,64.61
38,15210,0.282,10.5723,66.38
39,15600,0.2447,12.421,68.05
