epoch,step,test_acc,test_loss,wall_s
0,390,0.4162,1.6637,0.68
1,780,0.4309,1.6169,1.18
2,1170,0.4385,1.6048,1.71
3,1560,0.4323,1.6031,2.23
4,1950,0.4476,1.5799,2.73
5,2340,0.4382,1.5904,3.24
6,2730,0.4393,1.5828,3.74
7,3120,0.4457,1.5668,4.26
8,3510,0.4456,1.5783,4.78
9,3900,0.4391,1.5765,5.3
10,4290,0.4388,1.5831,5.82
11,4680,0.4462,1.5694,6.33
12,5070,0.4484,1.562,6.88
13,5460,0.4479,1.5604,7.37
14,5850,0.4439,1.5717,7.89
15,6240,0.4419,1.5756,8.39
16,6630,0.4447,1.5705,8.89
17,7020,0.4463,1.5544,9.39
18,7410,0.4475,1.5635,9.92
19,7800,0.4492,1.5588,10.43
20,8190,0.4504,1.561,10.95
21,8580,0.4527,1.5517,11.46
22,8970,0.4514,1.5573,12.02
23,9360,0.448,1.5597,12.55
24,9750,0.455,1.5507,13.05
25,10140,0.4508,1.5525,13.58
26,10530,0.4576,1.549,14.08
27,10920,0.4554,1.5495,14.6
28,11310,0.4541,1.5485,15.13
29,11700,0.4484,1.5505,15.64
30,12090,0.4554,1.5465,16.15
31,12480,0.4522,1.5483,16.68
32,12870,0.4568,1.5467,17.24
33,13260,0.4557,1.5459,17.75
34,13650,0.4571,1.5469,18.27
35,14040,0.4561,1.5464,18.82
36,14430,0.4555,1.5456,19.35
37,14820,0.456,1.5456,19.87
38,15210,0.4569,1.5454,20.41
39,15600,0.4561,1.5454,20.93
