epoch,step,test_acc,test_loss,wall_s
0,390,0.3826,1.7398,0.98
1,780,0.41,1.6714,1.7
2,1170,0.4423,1.5913,2.43
3,1560,0.4602,1.5716,3.15
4,1950,0.4556,1.5469,3.87
5,2340,0.4819,1.4763,4.59
6,2730,0.4597,1.5384,5.27
7,3120,0.4903,1.4483,6.03
8,3510,0.4615,1.5492,6.78
9,3900,0.4937,1.457,7.5
10,4290,0.5021,1.4286,8.22
11,4680,0.5124,1.412,8.97
12,5070,0.5051,1.4148,9.68
13,5460,0.4921,1.4604,10.4
14,5850,0.5184,1.3902,11.11
15,6240,0.5225,1.3796,11.84
16,6630,0.5126,1.4106,12.59
17,7020,0.5176,1.39,13.31
18,7410,0.5186,1.3965,14.01
19,7800,0.5275,1.3748,14.73
20,8190,0.5247,1.3799,15.48
21,8580,0.5239,1.379,16.23
22,8970,0.5269,1.3783,16.97
23,9360,0.5305,1.3644,17.7
24,9750,0.521,1.3868,18.41
25,10140,0.5224,1.3901,19.17
26,10530,0.5318,1.3653,19.93
27,10920,0.5318,1.3625,20.71
28,11310,0.5318,1.3675,21.47
29,11700,0.5311,1.3653,22.24
30,12090,0.5297,1.3688,22.98
31,12480,0.5331,1.3655,23.73
32,12870,0.5312,1.3619,24.45
33,13260,0.532,1.361,25.19
34,13650,0.5312,1.3595,25.92
35,14040,0.5351,1.3589,26.64
36,14430,0.5337,1.3594,27.36
37,14820,0.5345,1.3587,28.12
38,15210,0.536,1.358,28.85
39,15600,0.5346,1.3589,29.58
