step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.60947,2.51102,6.3
500,0,29399973888000,2.48776,2.46265,12.42
750,0,44099960832000,2.38448,2.29354,18.55
1000,0,58799947776000,2.23141,2.14162,24.69
1250,0,73499934720000,2.15322,2.08946,30.83
1500,0,88199921664000,2.10863,2.06111,36.97
1750,0,102899908608000,2.0482,1.99703,43.11
2000,0,117599895552000,1.9801,1.9391,49.24
2250,0,132299882496000,1.93266,1.90464,55.38
2500,0,146999869440000,1.90591,1.87842,61.52
2750,0,161699856384000,1.88885,1.86701,67.66
3000,0,176399843328000,1.87329,1.85722,73.8
3250,0,191099830272000,1.86567,1.8459,79.94
3500,0,205799817216000,1.85515,1.8415,86.08
3750,0,220499804160000,1.84857,1.83832,92.22
4000,0,235199791104000,1.84787,1.83314,98.37
4250,0,249899778048000,1.84351,1.83188,104.51
4500,0,264599764992000,1.84338,1.83073,110.66
4750,0,279299751936000,1.84379,1.83067,116.81
5000,0,293999738880000,1.84468,1.83072,122.95
