step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59993,2.49131,7.64
500,103,59260734013440,2.44385,2.42067,15.23
750,200,102082019328000,2.3034,2.22696,23.99
1000,300,145773035520000,2.12073,2.06769,32.85
1250,358,177287819427840,1.98104,1.98277,40.59
1500,450,218659553280000,1.87782,1.8992,49.25
1750,550,262350569472000,1.80168,1.84086,58.12
2000,613,295314904842240,1.74046,1.80297,65.98
2250,700,335237087232000,1.69893,1.76986,74.5
2500,800,378928103424000,1.6683,1.7451,83.37
2750,868,413341990256640,1.63943,1.71961,91.38
3000,950,451814621184000,1.61916,1.70548,99.76
3250,1050,495505637376000,1.60546,1.69052,108.62
3500,1123,531369075671040,1.58994,1.68311,116.76
3750,1200,568392155136000,1.58184,1.67686,125.0
4000,1300,612083171328000,1.57453,1.67018,133.88
4250,1378,649396161085440,1.56532,1.66709,142.16
4500,1450,684969689088000,1.56664,1.66489,150.28
4750,1550,728660705280000,1.56534,1.66489,159.17
5000,1633,767423246499840,1.56502,1.66504,167.58
