step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.63023,2.55964,6.26
500,52,44475309096960,2.49373,2.48057,13.84
750,103,73960720957440,2.45494,2.45859,21.36
1000,150,102286491648000,2.40572,2.3904,28.8
1250,154,118146119761920,2.39405,2.40617,35.07
1500,200,146181980160000,2.33174,2.30334,42.47
1750,200,160881967104000,2.31282,2.28257,48.63
2000,200,175581954048000,2.29729,2.269,54.77
2250,250,204777455616000,2.25109,2.19924,62.29
2500,250,219477442560000,2.22412,2.17953,68.46
2750,250,234177429504000,2.20799,2.16802,74.6
3000,250,248877416448000,2.19889,2.15668,80.75
3250,250,263577403392000,2.1937,2.14901,86.9
3500,250,278277390336000,2.18483,2.14145,93.04
3750,250,292977377280000,2.17945,2.13888,99.2
4000,300,322172878848000,2.16375,2.12547,106.71
4250,300,336872865792000,2.15743,2.12259,112.86
4500,300,351572852736000,2.15808,2.12177,119.02
4750,300,366272839680000,2.1586,2.12137,125.17
5000,300,380972826624000,2.15946,2.12148,131.32
