step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,5,16149538406400,2.6097,2.51179,6.42
500,10,32299076812800,2.4853,2.46274,12.7
750,15,48448615219200,2.45794,2.44517,18.99
1000,20,64598153625600,2.42881,2.40536,25.27
1250,25,80747692032000,2.38731,2.35147,31.56
1500,30,96897230438400,2.2907,2.24739,37.87
1750,35,113046768844800,2.16575,2.12668,44.17
2000,40,129196307251200,2.07832,2.07535,50.46
2250,45,145345845657600,2.0253,2.03524,56.77
2500,50,161495384064000,1.98959,2.00513,63.07
2750,55,177644922470400,1.95602,1.99145,69.4
3000,60,193794460876800,1.93239,1.9818,75.72
3250,65,209943999283200,1.91442,1.95563,82.02
3500,70,226093537689600,1.89667,1.93377,88.34
3750,75,242243076096000,1.88451,1.92243,94.65
4000,80,258392614502400,1.87467,1.91304,100.95
4250,85,274542152908800,1.86661,1.90671,107.26
4500,90,290691691315200,1.86859,1.90407,113.58
4750,95,306841229721600,1.86671,1.90397,119.88
5000,100,322990768128000,1.8674,1.90402,126.19
