step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87275077632000,2.52541,2.4561,13.06
500,500,174550155264000,2.23993,2.15963,25.97
750,750,261825232896000,1.96276,1.94742,38.89
1000,1000,349100310528000,1.77027,1.8051,51.83
1250,1250,436375388160000,1.64264,1.72469,64.77
1500,1500,523650465792000,1.5544,1.65849,77.74
1750,1750,610925543424000,1.48813,1.6035,90.71
2000,2000,698200621056000,1.43296,1.57521,103.7
2250,2250,785475698688000,1.39385,1.54584,116.69
2500,2500,872750776320000,1.36085,1.52564,129.65
2750,2750,960025853952000,1.33111,1.50515,142.61
3000,3000,1047300931584000,1.30642,1.50127,155.57
3250,3250,1134576009216000,1.28514,1.48688,168.53
3500,3500,1221851086848000,1.26181,1.48097,181.48
3750,3750,1309126164480000,1.2444,1.48118,194.43
4000,4000,1396401242112000,1.22706,1.47567,207.38
4250,4250,1483676319744000,1.20721,1.47499,220.34
4500,4500,1570951397376000,1.19336,1.47588,233.3
4750,4750,1658226475008000,1.17843,1.47855,246.26
5000,5000,1745501552640000,1.16415,1.47669,259.21
5250,5250,1832776630272000,1.15281,1.47661,272.17
5500,5500,1920051707904000,1.72776,1.5802,285.13
5750,5750,2007326785536000,1.28574,1.28945,298.08
6000,6000,2094601863168000,1.15018,1.18969,311.03
6250,6250,2181876940800000,1.07738,1.13355,323.98
6500,6500,2269152018432000,1.02523,1.09516,336.92
6750,6750,2356427096064000,0.99596,1.06556,349.88
7000,7000,2443702173696000,0.96292,1.04455,362.83
7250,7250,2530977251328000,0.9492,1.02939,375.78
7500,7500,2618252328960000,0.93191,1.01753,388.73
7750,7750,2705527406592000,0.91867,1.00846,401.72
8000,8000,2792802484224000,0.90162,1.0021,414.68
8250,8250,2880077561856000,0.8973,0.99563,427.63
8500,8500,2967352639488000,0.89083,0.99302,440.59
8750,8750,3054627717120000,0.88989,0.98935,453.55
9000,9000,3141902794752000,0.88054,0.98802,466.51
9250,9250,3229177872384000,0.88047,0.98652,479.47
9500,9500,3316452950016000,0.8794,0.98549,492.42
9750,9750,3403728027648000,0.88412,0.98521,505.38
10000,10000,3491003105280000,0.88034,0.98516,518.34
