step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51443,2.46054,12.74
500,300,162758708428800,2.26535,2.18076,24.4
750,300,226743445094400,2.02043,1.99525,35.05
1000,300,279131770060800,1.85904,1.88073,44.67
1250,300,319923683328000,1.75967,1.79924,53.26
1500,300,349119184896000,1.70582,1.76714,60.8
1750,300,363819171840000,1.67746,1.7482,66.98
2000,300,378519158784000,1.66476,1.73921,73.17
2250,300,393219145728000,1.64709,1.72652,79.35
2500,300,407919132672000,1.63478,1.72142,85.53
2750,300,422619119616000,1.63139,1.71271,91.73
3000,300,437319106560000,1.62143,1.70775,97.91
3250,300,452019093504000,1.61488,1.70065,104.08
3500,300,466719080448000,1.60783,1.70186,110.26
3750,300,481419067392000,1.60776,1.69688,116.43
4000,300,496119054336000,1.60589,1.69435,122.59
4250,300,510819041280000,1.60429,1.69232,128.76
4500,300,525519028224000,1.59964,1.69229,134.93
4750,300,540219015168000,1.601,1.69183,141.09
5000,300,554919002112000,1.60349,1.69188,147.26
