step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59993,2.49131,7.63
500,100,58391003136000,2.44389,2.42483,15.12
750,150,87586504704000,2.33153,2.26261,22.62
1000,150,102286491648000,2.19608,2.1314,28.78
1250,200,131481993216000,2.04907,2.03605,36.29
1500,205,147631531622400,1.97186,1.98715,42.58
1750,250,175377481728000,1.89013,1.9114,49.96
2000,300,204572983296000,1.83874,1.87682,57.47
2250,300,219272970240000,1.79396,1.84595,63.63
2500,350,248468471808000,1.76323,1.81836,71.15
2750,350,263168458752000,1.73575,1.79339,77.31
3000,400,292363960320000,1.71716,1.77847,84.83
3250,400,307063947264000,1.70486,1.76801,90.99
3500,450,336259448832000,1.6893,1.75578,98.51
3750,460,353858538700800,1.68319,1.75431,104.95
4000,500,380154937344000,1.67537,1.74697,112.2
4250,550,409350438912000,1.66761,1.74407,119.72
4500,550,424050425856000,1.66977,1.74124,125.88
4750,600,453245927424000,1.66841,1.74163,133.4
5000,600,467945914368000,1.66926,1.7417,139.57
