step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,25,21947744256000,2.65141,2.54572,6.99
500,50,43895488512000,2.56624,2.55465,13.83
750,75,65843232768000,2.54816,2.52035,20.65
1000,100,87790977024000,2.52942,2.51402,27.46
1250,125,109738721280000,2.51147,2.49354,34.28
1500,150,131686465536000,2.5049,2.49245,41.11
1750,175,153634209792000,2.48162,2.47925,47.94
2000,200,175581954048000,2.47869,2.46964,54.77
2250,225,197529698304000,2.45628,2.45166,61.6
2500,250,219477442560000,2.44876,2.45331,68.44
2750,275,241425186816000,2.43618,2.43983,75.27
3000,300,263372931072000,2.41433,2.41073,82.11
3250,325,285320675328000,2.40048,2.39784,88.94
3500,350,307268419584000,2.38393,2.37732,95.77
3750,375,329216163840000,2.36833,2.36997,102.62
4000,400,351163908096000,2.35383,2.34874,109.46
4250,425,373111652352000,2.34058,2.33515,116.31
4500,450,395059396608000,2.33647,2.32748,123.16
4750,475,417007140864000,2.33434,2.32494,130.0
5000,500,438954885120000,2.33491,2.32463,136.84
