step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59893,2.49189,7.64
500,100,58391003136000,2.45857,2.44537,15.15
750,150,87586504704000,2.37283,2.33071,22.66
1000,200,116782006272000,2.21192,2.13627,30.18
1250,250,145977507840000,2.07299,2.03029,37.71
1500,300,175173009408000,1.96275,1.94746,45.23
1750,350,204368510976000,1.8822,1.89277,52.74
2000,400,233564012544000,1.81838,1.85606,60.26
2250,450,262759514112000,1.76724,1.82054,67.78
2500,500,291955015680000,1.73376,1.79379,75.29
2750,550,321150517248000,1.70748,1.77415,82.81
3000,600,350346018816000,1.68499,1.75856,90.33
3250,650,379541520384000,1.6704,1.74425,97.86
3500,700,408737021952000,1.65578,1.73576,105.38
3750,750,437932523520000,1.64642,1.72957,112.89
4000,800,467128025088000,1.64271,1.72227,120.41
4250,850,496323526656000,1.63612,1.72026,127.93
4500,900,525519028224000,1.63507,1.71847,135.45
4750,950,554714529792000,1.63569,1.71868,142.97
5000,1000,583910031360000,1.63536,1.71852,150.48
