step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.61062,2.51289,6.26
500,52,42946510454784,2.4775,2.45792,13.81
750,100,70150992691200,2.37539,2.30791,21.26
1000,150,97876495564800,2.19251,2.12358,28.76
1250,150,112576482508800,2.07825,2.05209,34.92
1500,200,140301985382400,2.00116,1.99008,42.43
1750,200,155001972326400,1.94156,1.9416,48.6
2000,200,169701959270400,1.89073,1.91707,54.77
2250,250,197427462144000,1.85483,1.8871,62.29
2500,250,212127449088000,1.82095,1.8688,68.46
2750,250,226827436032000,1.79413,1.84374,74.63
3000,250,241527422976000,1.77765,1.83326,80.8
3250,250,256227409920000,1.76484,1.82057,86.97
3500,250,270927396864000,1.75168,1.80941,93.14
3750,250,285627383808000,1.74425,1.80752,99.31
4000,300,313352886681600,1.73683,1.8012,106.83
4250,300,328052873625600,1.72817,1.7974,113.0
4500,300,342752860569600,1.73078,1.79479,119.17
4750,300,357452847513600,1.72942,1.7949,125.35
5000,300,372152834457600,1.73077,1.79514,131.52
