step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59979,2.49265,7.68
500,100,58391003136000,2.45005,2.42713,15.2
750,150,87586504704000,2.34845,2.28516,22.74
1000,200,116782006272000,2.16193,2.10959,30.28
1250,250,145977507840000,2.03094,2.00832,37.83
1500,300,175173009408000,1.93127,1.94026,45.35
1750,350,204368510976000,1.85426,1.88552,52.88
2000,400,233564012544000,1.79851,1.84549,60.41
2250,450,262759514112000,1.75118,1.8147,67.94
2500,500,291955015680000,1.71803,1.79196,75.47
2750,550,321150517248000,1.69936,1.77361,83.0
3000,600,350346018816000,1.67624,1.76138,90.53
3250,650,379541520384000,1.6623,1.7462,98.07
3500,700,408737021952000,1.649,1.74296,105.61
3750,750,437932523520000,1.64503,1.73481,113.14
4000,800,467128025088000,1.63948,1.72928,120.67
4250,850,496323526656000,1.63588,1.7259,128.2
4500,900,525519028224000,1.62984,1.72589,135.73
4750,950,554714529792000,1.63063,1.72475,143.26
5000,1000,583910031360000,1.63298,1.72464,150.79
