step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87221600256000,2.51786,2.45564,24.38
500,500,174443200512000,2.21176,2.12349,48.56
750,600,218178256896000,2.00191,1.99841,68.03
1000,600,232922284032000,1.95156,1.96113,84.34
1250,600,247666311168000,1.90912,1.92022,100.65
1500,600,262410338304000,1.86774,1.89414,116.96
1750,600,277154365440000,1.83287,1.86115,133.27
2000,600,291898392576000,1.80639,1.83615,149.57
2250,600,306642419712000,1.77746,1.81541,165.88
2500,600,321386446848000,1.75648,1.7953,179.99
2750,600,336130473984000,1.74164,1.78002,196.29
3000,600,350874501120000,1.72105,1.76738,212.59
3250,600,365618528256000,1.707,1.7471,230.17
3500,600,380362555392000,1.68869,1.73993,246.52
3750,600,395106582528000,1.67908,1.72936,262.86
4000,600,409850609664000,1.66739,1.71982,279.17
4250,600,424594636800000,1.65693,1.70919,296.82
4500,600,439338663936000,1.64404,1.70627,313.14
4750,600,454082691072000,1.63623,1.69921,329.45
5000,600,468826718208000,1.6297,1.69609,347.07
5250,600,483570745344000,1.63742,1.56492,363.38
5500,600,498314772480000,1.55618,1.52275,379.69
5750,600,513058799616000,1.51815,1.503,397.3
6000,600,527802826752000,1.4822,1.4861,413.65
6250,600,542546853888000,1.46038,1.47662,434.95
6500,600,557290881024000,1.44144,1.47052,465.51
6750,600,572034908160000,1.42906,1.46464,497.35
7000,600,586778935296000,1.41682,1.458,527.85
7250,600,601522962432000,1.40493,1.4575,558.35
7500,600,616266989568000,1.40013,1.4552,590.02
7750,600,631011016704000,1.39,1.45102,621.84
8000,600,645755043840000,1.38843,1.44888,653.66
8250,600,660499070976000,1.38137,1.44679,685.47
8500,600,675243098112000,1.37848,1.4479,717.32
8750,600,689987125248000,1.37474,1.44596,749.15
9000,600,704731152384000,1.37541,1.44678,780.96
9250,600,719475179520000,1.37373,1.4453,812.78
9500,600,734219206656000,1.37397,1.44559,844.61
9750,600,748963233792000,1.37396,1.44538,876.43
10000,600,763707260928000,1.37185,1.44545,908.26
