step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,52,29775322152960,2.56661,2.49333,7.53
500,103,59260734013440,2.45002,2.44594,14.92
750,150,87586504704000,2.36492,2.34712,22.26
1000,200,116782006272000,2.31808,2.24313,29.7
1250,200,131481993216000,2.14284,2.09008,35.84
1500,200,146181980160000,2.04985,2.02228,41.98
1750,200,160881967104000,1.98086,1.96665,48.13
2000,250,190077468672000,1.89073,1.90196,55.67
2250,250,204777455616000,1.84095,1.86748,61.85
2500,250,219477442560000,1.80737,1.84288,68.06
2750,250,234177429504000,1.78826,1.82568,74.27
3000,250,248877416448000,1.76471,1.81465,80.48
3250,250,263577403392000,1.7507,1.80156,86.67
3500,300,292772904960000,1.73646,1.79566,94.21
3750,300,307472891904000,1.72582,1.78405,100.41
4000,300,322172878848000,1.71988,1.78021,106.61
4250,300,336872865792000,1.71751,1.77702,112.81
4500,300,351572852736000,1.71176,1.77653,118.99
4750,300,366272839680000,1.7116,1.77603,125.17
5000,300,380972826624000,1.71439,1.77599,131.36
