step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,100,75581148364800,2.52191,2.46503,11.69
500,100,116373061632000,2.41426,2.40763,20.13
750,100,131073048576000,2.38984,2.39463,26.23
1000,100,145773035520000,2.37238,2.38475,32.34
1250,100,160473022464000,2.35396,2.38018,38.46
1500,100,175173009408000,2.34284,2.37923,44.61
1750,100,189872996352000,2.32896,2.35922,50.77
2000,100,204572983296000,2.31334,2.35518,56.95
2250,100,219272970240000,2.30363,2.34719,63.14
2500,100,233972957184000,2.29452,2.33673,69.33
2750,100,248672944128000,2.2793,2.3206,75.53
3000,100,263372931072000,2.26969,2.31332,81.72
3250,100,278072918016000,2.26324,2.29945,87.9
3500,100,292772904960000,2.25134,2.28642,94.09
3750,100,307472891904000,2.24401,2.28165,100.27
4000,100,322172878848000,2.23579,2.27345,106.45
4250,100,336872865792000,2.22807,2.26939,112.64
4500,100,351572852736000,2.23109,2.26666,118.82
4750,100,366272839680000,2.22893,2.26655,125.0
5000,100,380972826624000,2.22974,2.26641,131.18
