step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14797504512000,2.62774,2.51277,6.26
500,0,29595009024000,2.49336,2.47369,12.4
750,0,44392513536000,2.43192,2.37591,18.54
1000,0,59190018048000,2.2704,2.17385,24.69
1250,0,73987522560000,2.15424,2.08925,30.83
1500,0,88785027072000,2.05775,2.00521,36.98
1750,0,103582531584000,1.96792,1.9295,43.13
2000,0,118380036096000,1.90347,1.90245,49.31
2250,0,133177540608000,1.85281,1.87989,55.46
2500,0,147975045120000,1.8078,1.85742,61.61
2750,0,162772549632000,1.77711,1.83746,67.77
3000,0,177570054144000,1.75889,1.82903,73.94
3250,0,192367558656000,1.74672,1.81979,80.09
3500,0,207165063168000,1.73202,1.81145,86.26
3750,0,221962567680000,1.72368,1.80821,92.42
4000,0,236760072192000,1.71424,1.8003,98.59
4250,0,251557576704000,1.70238,1.79366,104.76
4500,0,266355081216000,1.7011,1.78948,110.92
4750,0,281152585728000,1.69447,1.79069,117.09
5000,0,295950090240000,1.68939,1.78055,123.25
5250,0,310747594752000,1.68478,1.779,129.41
5500,0,325545099264000,2.23068,2.06101,135.57
