step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,100,43691016192000,2.55228,2.46941,9.02
500,205,88831583846400,2.37241,2.31889,18.01
750,350,145568563200000,2.15205,2.09838,28.09
1000,460,192158682316800,1.99724,1.99765,37.22
1250,600,247446110208000,1.86439,1.88819,47.17
1500,715,295485780787200,1.75972,1.82205,56.45
1750,850,349323657216000,1.69059,1.76353,66.27
2000,970,398812879257600,1.63374,1.72843,75.68
2250,1100,451201204224000,1.58606,1.68586,85.37
2500,1225,502139977728000,1.55428,1.66201,94.91
2750,1350,553078751232000,1.52766,1.64232,104.47
3000,1480,605467076198400,1.50636,1.63156,114.15
3250,1600,654956298240000,1.48962,1.61322,123.57
3500,1735,708794174668800,1.4748,1.60921,133.38
3750,1850,756833845248000,1.46352,1.60063,142.67
4000,1990,812121273139200,1.45864,1.59289,152.62
4250,2100,858711392256000,1.45178,1.59149,161.75
4500,2245,915448371609600,1.44977,1.58907,171.85
4750,2350,960588939264000,1.45046,1.58897,180.87
5000,2500,1018775470080000,1.44991,1.58882,191.09
