step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,5,16149538406400,2.60861,2.50962,6.43
500,10,32299076812800,2.4917,2.46852,12.7
750,15,48448615219200,2.46607,2.45029,18.99
1000,20,64598153625600,2.42707,2.39952,25.27
1250,25,80747692032000,2.35416,2.29057,31.55
1500,30,96897230438400,2.23744,2.16392,37.83
1750,35,113046768844800,2.15205,2.09587,44.11
2000,40,129196307251200,2.09817,2.05293,50.4
2250,45,145345845657600,2.05046,2.01536,56.7
2500,50,161495384064000,2.00744,1.97329,62.99
2750,55,177644922470400,1.97135,1.94543,69.3
3000,60,193794460876800,1.93771,1.92445,75.61
3250,65,209943999283200,1.91827,1.90687,81.92
3500,70,226093537689600,1.89681,1.89458,88.23
3750,75,242243076096000,1.88421,1.88615,94.54
4000,80,258392614502400,1.8782,1.87882,100.83
4250,85,274542152908800,1.87162,1.87465,107.14
4500,90,290691691315200,1.87044,1.87235,113.44
4750,95,306841229721600,1.87053,1.87233,119.77
5000,100,322990768128000,1.8712,1.87228,126.07
