step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14797504512000,2.62774,2.51277,6.31
500,52,44670344232960,2.47825,2.45778,13.86
750,100,73383542784000,2.35924,2.27471,21.3
1000,150,102676561920000,2.16996,2.10098,28.81
1250,150,117474066432000,2.0728,2.0429,34.95
1500,200,146767085568000,1.96286,1.95724,42.46
1750,200,161564590080000,1.87343,1.89064,48.64
2000,200,176362094592000,1.81025,1.8588,54.8
2250,250,205655113728000,1.76915,1.82551,62.33
2500,250,220452618240000,1.7273,1.7946,68.49
2750,250,235250122752000,1.70073,1.76694,74.66
3000,250,250047627264000,1.68236,1.75361,80.82
3250,250,264845131776000,1.66752,1.7387,86.99
3500,250,279642636288000,1.6508,1.72547,93.16
3750,250,294440140800000,1.63916,1.71895,99.33
4000,300,323733159936000,1.62329,1.70238,106.86
4250,300,338530664448000,1.60433,1.69393,113.03
4500,300,353328168960000,1.60015,1.68543,119.21
4750,300,368125673472000,1.59231,1.68689,125.37
5000,300,382923177984000,1.5856,1.67512,131.54
5250,300,397720682496000,1.57949,1.66988,137.71
5500,300,412518187008000,2.1703,1.97745,143.9
5750,300,427315691520000,1.80327,1.70845,150.06
6000,350,456608710656000,1.68537,1.60936,157.59
6250,350,471406215168000,1.61463,1.56104,163.77
6500,350,486203719680000,1.57451,1.53015,169.93
6750,350,501001224192000,1.54534,1.50914,176.1
7000,350,515798728704000,1.52808,1.49146,182.26
7250,350,530596233216000,1.5202,1.47945,188.44
7500,350,545393737728000,1.5033,1.4706,194.62
7750,350,560191242240000,1.4992,1.4652,200.79
8000,350,574988746752000,1.48283,1.4605,206.95
8250,400,604281765888000,1.47577,1.45118,214.48
8500,400,619079270400000,1.47035,1.44861,220.64
8750,400,633876774912000,1.47526,1.44533,226.81
9000,400,648674279424000,1.46577,1.44533,232.98
9250,400,663471783936000,1.46834,1.44385,239.14
9500,400,678269288448000,1.46133,1.44296,245.31
9750,400,693066792960000,1.46976,1.44293,251.48
10000,400,707864297472000,1.46591,1.44282,257.64
