step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51309,2.4519,24.37
500,500,174355120128000,2.22221,2.1263,48.54
750,750,261532680192000,1.93924,1.91458,74.03
1000,1000,348710240256000,1.75162,1.78861,98.24
1250,1000,363410227200000,1.68944,1.76118,114.59
1500,1000,378110214144000,1.66983,1.74263,130.94
1750,1000,392810201088000,1.64932,1.7241,147.27
2000,1000,407510188032000,1.6286,1.71148,163.6
2250,1000,422210174976000,1.61661,1.69657,179.93
2500,1000,436910161920000,1.60558,1.689,196.26
2750,1000,451610148864000,1.59433,1.67721,210.85
3000,1000,466310135808000,1.5879,1.67238,233.16
3250,1000,481010122752000,1.58299,1.66652,255.47
3500,1000,495710109696000,1.57518,1.66291,273.71
3750,1000,510410096640000,1.57317,1.66219,290.02
4000,1000,525110083584000,1.56974,1.65888,306.34
4250,1000,539810070528000,1.56297,1.65691,322.65
4500,1000,554510057472000,1.5661,1.65634,338.96
4750,1000,569210044416000,1.56585,1.65646,355.26
5000,1000,583910031360000,1.56583,1.65648,371.56
