step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87275077632000,2.52541,2.4561,13.05
500,500,174550155264000,2.23993,2.15962,25.96
750,600,218338689024000,2.03744,2.04483,34.82
1000,600,233136193536000,1.99028,2.00469,40.97
1250,600,247933698048000,1.94432,1.9672,47.12
1500,600,262731202560000,1.9065,1.93152,53.29
1750,600,277528707072000,1.868,1.88786,59.45
2000,600,292326211584000,1.83407,1.86701,65.62
2250,600,307123716096000,1.80737,1.84047,71.77
2500,600,321921220608000,1.78587,1.81823,77.94
2750,600,336718725120000,1.75996,1.79536,84.11
3000,600,351516229632000,1.74005,1.78335,90.29
3250,600,366313734144000,1.72128,1.76213,96.45
3500,600,381111238656000,1.69955,1.74995,102.61
3750,600,395908743168000,1.68548,1.74184,108.77
4000,600,410706247680000,1.67086,1.7277,114.94
4250,600,425503752192000,1.65333,1.71909,121.12
4500,600,440301256704000,1.64643,1.71055,127.3
4750,600,455098761216000,1.6369,1.70575,133.47
5000,600,469896265728000,1.6292,1.69559,139.63
5250,600,484693770240000,1.62103,1.69158,145.79
5500,600,499491274752000,2.26289,2.07669,151.96
5750,600,514288779264000,1.91198,1.78757,158.12
6000,600,529086283776000,1.79995,1.69682,164.3
6250,600,543883788288000,1.74276,1.64933,170.47
6500,600,558681292800000,1.69879,1.61468,176.63
6750,600,573478797312000,1.66793,1.58959,182.79
7000,600,588276301824000,1.64902,1.56897,188.95
7250,600,603073806336000,1.63776,1.55341,195.11
7500,600,617871310848000,1.61831,1.54237,201.27
7750,600,632668815360000,1.61302,1.53552,207.43
8000,600,647466319872000,1.59697,1.5291,213.6
8250,600,662263824384000,1.59127,1.52166,219.77
8500,600,677061328896000,1.58593,1.5197,225.94
8750,600,691858833408000,1.59168,1.51574,232.1
9000,600,706656337920000,1.58205,1.51525,238.26
9250,600,721453842432000,1.58522,1.51372,244.42
9500,600,736251346944000,1.57607,1.51273,250.59
9750,600,751048851456000,1.58436,1.51266,256.76
10000,600,765846355968000,1.58219,1.51257,262.92
