step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59815,2.50679,24.37
500,50,43895488512000,2.48554,2.46185,46.71
750,50,58595475456000,2.45076,2.43134,69.58
1000,100,87790977024000,2.35216,2.27787,93.59
1250,100,102490963968000,2.21329,2.13078,115.92
1500,100,117190950912000,2.10938,2.06339,138.25
1750,150,146386452480000,2.02598,1.99518,162.22
2000,150,161086439424000,1.95722,1.95033,184.52
2250,150,175786426368000,1.90979,1.91689,206.84
2500,151,190776323604480,1.88039,1.89449,229.21
2750,200,219681914880000,1.84391,1.87338,253.19
3000,200,234381901824000,1.82166,1.86155,275.51
3250,200,249081888768000,1.81131,1.85152,297.84
3500,250,278277390336000,1.79239,1.84273,321.86
3750,250,292977377280000,1.78297,1.83812,344.19
4000,250,307677364224000,1.78048,1.83207,366.52
4250,300,336872865792000,1.77367,1.83022,390.84
4500,300,351572852736000,1.77199,1.82861,413.43
4750,300,366272839680000,1.77265,1.82885,435.73
5000,302,381552647208960,1.77298,1.82894,449.57
