step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29293019136000,2.62179,2.51506,7.63
500,50,44090523648000,2.49352,2.46996,13.77
750,50,58888028160000,2.45922,2.4444,19.91
1000,100,88181047296000,2.40449,2.36783,27.4
1250,100,102978551808000,2.33767,2.28849,33.55
1500,100,117776056320000,2.22892,2.16329,39.7
1750,150,147069075456000,2.06961,2.02071,47.2
2000,150,161866579968000,1.93873,1.95051,53.35
2250,150,176664084480000,1.86462,1.89484,59.51
2500,151,191751499284480,1.81452,1.85882,65.69
2750,200,220754608128000,1.75992,1.81589,73.18
3000,200,235552112640000,1.73442,1.80576,79.34
3250,200,250349617152000,1.71474,1.78401,85.5
3500,250,279642636288000,1.68729,1.75786,93.02
3750,250,294440140800000,1.67257,1.75212,99.21
4000,250,309237645312000,1.66008,1.73666,105.38
4250,300,338530664448000,1.64343,1.72285,112.91
4500,300,353328168960000,1.63476,1.71584,119.1
4750,300,368125673472000,1.62712,1.71475,125.26
5000,302,383502998568960,1.62154,1.70603,131.48
5250,350,412216197120000,1.60972,1.69862,138.95
5500,350,427013701632000,2.21433,2.02014,145.12
5750,350,441811206144000,1.83943,1.73166,151.29
6000,400,471104225280000,1.70845,1.62335,158.81
6250,400,485901729792000,1.6524,1.57938,164.98
6500,400,500699234304000,1.61205,1.54772,171.16
6750,450,529992253440000,1.57859,1.52018,178.67
7000,450,544789757952000,1.55632,1.50219,184.84
7250,450,559587262464000,1.54731,1.48901,191.02
7500,453,575254497853440,1.52938,1.48023,197.27
7750,500,603677786112000,1.52147,1.47173,204.71
8000,500,618475290624000,1.50541,1.46607,210.87
8250,500,633272795136000,1.50099,1.46035,217.03
8500,550,662565814272000,1.49503,1.45629,224.54
8750,550,677363318784000,1.49903,1.45295,230.7
9000,550,692160823296000,1.4896,1.45282,236.86
9250,600,721453842432000,1.49252,1.4513,244.36
9500,600,736251346944000,1.48426,1.4506,250.51
9750,600,751048851456000,1.49245,1.45042,256.67
10000,604,767005997137920,1.48857,1.45033,262.94
