step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14744027136000,2.61635,2.5105,16.53
500,52,44563389480960,2.47498,2.45144,27.75
750,100,73223110656000,2.38783,2.34408,37.86
1000,150,102462652416000,2.19501,2.12543,47.79
1250,150,117206679552000,2.06594,2.02128,55.82
1500,200,146446221312000,1.93414,1.93697,65.22
1750,200,161190248448000,1.85183,1.87931,73.8
2000,200,175934275584000,1.80087,1.84453,82.1
2250,250,205173817344000,1.75958,1.82366,93.14
2500,250,219917844480000,1.71788,1.79325,115.45
2750,250,234661871616000,1.70192,1.77255,132.98
3000,250,249405898752000,1.68039,1.76758,149.35
3250,250,264149925888000,1.66632,1.74702,165.73
3500,250,278893953024000,1.65264,1.73819,182.09
3750,250,293637980160000,1.64591,1.72849,198.45
4000,300,322877521920000,1.633,1.71482,216.36
4250,300,337621549056000,1.6208,1.70673,232.71
4500,300,352365576192000,1.6094,1.70314,249.05
4750,300,367109603328000,1.60425,1.69618,265.39
5000,300,381853630464000,1.60068,1.69349,281.73
5250,300,396597657600000,1.57929,1.52224,298.06
5500,300,411341684736000,1.50332,1.48766,314.38
5750,300,426085711872000,1.46958,1.47221,330.7
6000,307,442859111055360,1.43793,1.45986,347.24
6250,350,470069280768000,1.41031,1.44913,364.91
6500,350,484813307904000,1.3934,1.44313,381.24
6750,350,499557335040000,1.38313,1.4393,397.58
7000,350,514301362176000,1.37154,1.43673,413.92
7250,350,529045389312000,1.36138,1.43574,429.77
7500,350,543789416448000,1.3573,1.43431,447.52
7750,350,558533443584000,1.34655,1.42959,469.83
8000,350,573277470720000,1.34581,1.42794,492.15
8250,400,602517012480000,1.33679,1.42472,516.17
8500,400,617261039616000,1.33417,1.42648,536.05
8750,400,632005066752000,1.3312,1.42607,552.4
9000,400,646749093888000,1.33107,1.42616,568.74
9250,400,661493121024000,1.32862,1.42575,585.07
9500,400,676237148160000,1.32958,1.42555,601.41
9750,400,690981175296000,1.32856,1.42555,617.74
10000,400,705725202432000,1.32663,1.42557,634.06
