step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59905,2.50705,18.1
500,50,43895488512000,2.48576,2.46151,34.4
750,50,58595475456000,2.45068,2.42957,50.72
1000,100,87790977024000,2.31652,2.22122,68.64
1250,100,102490963968000,2.16194,2.09032,84.99
1500,100,117190950912000,2.06547,2.0231,101.36
1750,150,146386452480000,1.98607,1.95334,119.26
2000,150,161086439424000,1.92051,1.9185,135.64
2250,150,175786426368000,1.87822,1.88975,152.0
2500,151,190776323604480,1.85261,1.87189,168.37
2750,200,219681914880000,1.82162,1.85333,186.23
3000,200,234381901824000,1.80161,1.84165,202.55
3250,200,249081888768000,1.79218,1.83313,218.87
3500,250,278277390336000,1.77403,1.82479,236.76
3750,250,292977377280000,1.7648,1.82053,253.09
4000,250,307677364224000,1.7626,1.81527,269.41
4250,300,336872865792000,1.75662,1.8137,287.31
4500,300,351572852736000,1.75455,1.81158,303.62
4750,300,366272839680000,1.75532,1.81201,316.56
5000,302,381552647208960,1.75577,1.81205,332.95
