step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,100,75581148364800,2.52235,2.46938,11.68
500,100,116373061632000,2.4197,2.41386,20.11
750,100,131073048576000,2.39812,2.40633,26.2
1000,100,145773035520000,2.38424,2.38867,32.3
1250,100,160473022464000,2.36784,2.38724,38.41
1500,100,175173009408000,2.35269,2.37798,44.55
1750,100,189872996352000,2.34175,2.37336,50.7
2000,100,204572983296000,2.33169,2.36571,56.87
2250,100,219272970240000,2.31717,2.35777,63.06
2500,100,233972957184000,2.31005,2.34622,69.24
2750,100,248672944128000,2.305,2.3456,75.43
3000,100,263372931072000,2.29491,2.33716,81.61
3250,100,278072918016000,2.29259,2.32883,87.79
3500,100,292772904960000,2.2839,2.32465,93.98
3750,100,307472891904000,2.27907,2.32302,100.15
4000,100,322172878848000,2.27815,2.31943,106.32
4250,100,336872865792000,2.27561,2.31592,112.49
4500,100,351572852736000,2.27381,2.31591,118.66
4750,100,366272839680000,2.27559,2.31648,124.83
5000,100,380972826624000,2.27573,2.31594,131.01
