step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14850981888000,2.62893,2.5097,16.63
500,0,29701963776000,2.49278,2.47464,33.06
750,0,44552945664000,2.44831,2.41191,49.47
1000,0,59403927552000,2.30658,2.20798,65.91
1250,0,74254909440000,2.14692,2.07404,82.32
1500,0,89105891328000,2.00528,1.97759,98.75
1750,0,103956873216000,1.921,1.9213,115.18
2000,0,118807855104000,1.86747,1.89181,131.6
2250,0,133658836992000,1.82987,1.86317,148.0
2500,0,148509818880000,1.80848,1.84819,164.44
2750,0,163360800768000,1.79324,1.83594,180.85
3000,0,178211782656000,1.77779,1.82784,197.26
3250,0,193062764544000,1.76733,1.81079,213.67
3500,0,207913746432000,1.75211,1.79744,230.1
3750,0,222764728320000,1.73884,1.78735,246.53
4000,0,237615710208000,1.73046,1.77073,262.89
4250,0,252466692096000,1.71684,1.75747,279.25
4500,0,267317673984000,1.70692,1.74323,295.61
4750,0,282168655872000,1.69934,1.73961,311.97
5000,0,297019637760000,1.69258,1.73134,328.33
5250,0,311870619648000,1.81231,1.70036,344.69
5500,0,326721601536000,1.76254,1.66843,361.04
5750,0,341572583424000,1.73602,1.64803,377.4
6000,0,356423565312000,1.7174,1.63435,392.85
6250,0,371274547200000,1.70226,1.62562,407.71
6500,0,386125529088000,1.68883,1.62049,424.04
6750,0,400976510976000,1.68033,1.61305,440.37
7000,0,415827492864000,1.67127,1.60535,457.98
7250,0,430678474752000,1.66809,1.60328,474.31
7500,0,445529456640000,1.66544,1.60097,490.64
7750,0,460380438528000,1.65509,1.59851,507.4
8000,0,475231420416000,1.65451,1.59458,524.63
8250,0,490082402304000,1.65199,1.59273,540.96
8500,0,504933384192000,1.65233,1.59112,557.29
8750,0,519784366080000,1.64894,1.59061,574.92
9000,0,534635347968000,1.65073,1.58963,591.25
9250,0,549486329856000,1.6476,1.58912,607.57
9500,0,564337311744000,1.64785,1.58885,625.19
9750,0,579188293632000,1.64878,1.58894,641.52
10000,0,594039275520000,1.64674,1.5889,657.87
