step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59993,2.49131,7.67
500,100,58391003136000,2.44389,2.42483,15.16
750,150,87586504704000,2.33153,2.26261,22.66
1000,150,102286491648000,2.19608,2.1314,28.82
1250,200,131481993216000,2.04907,2.03605,36.35
1500,200,146181980160000,1.97166,1.97736,42.5
1750,200,160881967104000,1.90934,1.92581,48.68
2000,250,190077468672000,1.85564,1.88757,56.2
2250,250,204777455616000,1.80766,1.85612,62.36
2500,250,219477442560000,1.78088,1.83346,68.53
2750,250,234177429504000,1.75712,1.80968,74.69
3000,300,263372931072000,1.73589,1.79335,82.21
3250,300,278072918016000,1.72393,1.78352,88.38
3500,300,292772904960000,1.71126,1.77308,94.54
3750,350,321968406528000,1.70394,1.77045,102.06
4000,350,336668393472000,1.69669,1.76438,108.25
4250,350,351368380416000,1.68914,1.7617,114.41
4500,358,368387649699840,1.69187,1.75916,120.81
4750,400,395263868928000,1.69031,1.75948,128.12
5000,400,409963855872000,1.69114,1.75962,134.29
