step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.77166,2.73311,7.63
500,100,58391003136000,2.77794,2.6545,15.12
750,150,87586504704000,2.70397,2.61055,22.64
1000,200,116782006272000,2.57473,2.5265,30.15
1250,250,145977507840000,2.52909,2.49609,37.66
1500,300,175173009408000,2.50206,2.48287,45.16
1750,350,204368510976000,2.48859,2.4774,52.69
2000,400,233564012544000,2.47871,2.47445,60.2
2250,450,262759514112000,2.47586,2.46994,67.71
2500,500,291955015680000,2.48462,2.47379,75.23
2750,550,321150517248000,2.46306,2.46554,82.75
3000,600,350346018816000,2.452,2.45831,90.27
3250,650,379541520384000,2.44843,2.45255,97.8
3500,700,408737021952000,2.44108,2.4506,105.31
3750,750,437932523520000,2.44158,2.44745,112.82
4000,800,467128025088000,2.43684,2.44449,120.34
4250,850,496323526656000,2.43376,2.4438,127.85
4500,900,525519028224000,2.43239,2.44213,135.38
4750,950,554714529792000,2.43044,2.44137,142.91
5000,1000,583910031360000,2.43094,2.44135,150.43
