step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,25,21947744256000,2.60771,2.51352,6.97
500,50,43895488512000,2.49316,2.47597,13.79
750,75,65843232768000,2.46793,2.4557,20.62
1000,100,87790977024000,2.42012,2.38578,27.44
1250,125,109738721280000,2.38774,2.36757,34.25
1500,150,131686465536000,2.35769,2.32985,41.07
1750,175,153634209792000,2.28253,2.22908,47.89
2000,200,175581954048000,2.2075,2.15462,54.71
2250,225,197529698304000,2.15106,2.10462,61.54
2500,250,219477442560000,2.08201,2.04544,68.37
2750,275,241425186816000,2.0545,2.03316,75.2
3000,300,263372931072000,2.0285,2.02077,82.03
3250,325,285320675328000,2.02837,2.00597,88.86
3500,350,307268419584000,1.97977,1.97599,95.69
3750,375,329216163840000,1.94808,1.94541,102.52
4000,400,351163908096000,1.93309,1.93201,109.35
4250,425,373111652352000,1.92269,1.92582,116.18
4500,450,395059396608000,1.91871,1.92235,123.02
4750,475,417007140864000,1.91839,1.92139,129.85
5000,500,438954885120000,1.91853,1.92126,136.68
