step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,5,16149538406400,2.61035,2.51386,6.45
500,10,32299076812800,2.48642,2.4632,12.76
750,15,48448615219200,2.44946,2.42641,19.07
1000,20,64598153625600,2.39951,2.35438,25.35
1250,25,80747692032000,2.29909,2.21432,31.64
1500,30,96897230438400,2.17532,2.1283,37.92
1750,35,113046768844800,2.09358,2.07101,44.21
2000,40,129196307251200,2.02467,2.02601,50.52
2250,45,145345845657600,1.95194,1.96597,56.81
2500,50,161495384064000,1.89834,1.92633,63.1
2750,55,177644922470400,1.86525,1.89847,69.39
3000,60,193794460876800,1.83484,1.882,75.7
3250,65,209943999283200,1.81627,1.86531,82.01
3500,70,226093537689600,1.80093,1.86187,88.32
3750,75,242243076096000,1.79556,1.85149,94.62
4000,80,258392614502400,1.7882,1.84574,100.94
4250,85,274542152908800,1.78428,1.84239,107.26
4500,90,290691691315200,1.77829,1.84286,113.56
4750,95,306841229721600,1.7784,1.84155,119.89
5000,100,322990768128000,1.78138,1.8413,126.19
