step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59993,2.49131,7.61
500,100,58391003136000,2.44389,2.42483,15.11
750,150,87586504704000,2.33153,2.26261,22.62
1000,200,116782006272000,2.15858,2.10087,30.12
1250,250,145977507840000,2.02904,2.0169,37.61
1500,300,175173009408000,1.93687,1.9455,45.11
1750,350,204368510976000,1.86219,1.88607,52.62
2000,400,233564012544000,1.80232,1.8511,60.13
2250,450,262759514112000,1.76103,1.8179,67.64
2500,500,291955015680000,1.72869,1.79084,75.17
2750,550,321150517248000,1.70024,1.76296,82.68
3000,600,350346018816000,1.68131,1.74786,90.19
3250,650,379541520384000,1.66717,1.73528,97.7
3500,700,408737021952000,1.652,1.72222,105.23
3750,750,437932523520000,1.64461,1.71866,112.75
4000,800,467128025088000,1.6375,1.71259,120.26
4250,850,496323526656000,1.62891,1.70896,127.78
4500,900,525519028224000,1.63076,1.70616,135.29
4750,950,554714529792000,1.62947,1.70663,142.8
5000,1000,583910031360000,1.63013,1.70675,150.31
